user_id,username,platform,keyword,publish_time,content,likes,comments,reposts
1936076790,东营网官方微博,微博,养老,2025-03-10 20:48:38,【全国人大代表张翼：】 全国人大代表、中国社会科学院中国式现代化研究院院长张翼认为，农村居民每月领取240多元养老金难以保障老年人口基本生活。建议未来十年“加码”养老金，实现城乡居民基础养老金“倍增”，农民的基础养老金到2035年能提 ...全文,132,115,129
1642512402,中国新闻周刊,微博,养老,2025-03-10 20:48:38,【人社部部长：】人力资源和社会保障部部长王晓萍3月9日在十四届全国人大三次会议民生主题记者会上说，今年将稳步提高养老保险待遇水平。在去年的基础上，今年城乡居民基础养老金最低标准每月再提高20元，这项待遇提高涉及1.8亿城乡老年居民。同时适当提高退休人员基本养 ...全文,826,130,16
5539703320,耿向顺,微博,养老,2025-03-10 20:48:38,1、建议提高农民基础养老金，现在的农民养老金真的太低了，对养老起不到多大的作用；降低城乡医疗参保经费，现在的参保经费年年涨，人口多收入低的家庭压力很大。 2、建议对退休金进行限高，设置退休金的上限，将一些人的超高退休金降低到合理范围，缩减退休金差距， ...全文,267,45,36
6478526806,体界风云,微博,养老,2025-03-10 20:48:38,治愈宅家日常，松软的香辣豆腐粉丝包出锅啦～ 体界风云的微博视频,5,138,0
1644489953,南方都市报,微博,养老,2025-03-10 20:48:38,【全国人大代表赵冬苓：】2025年政府工作报告提出，全国城乡居民基础养老金最低标准将提高20元，引发广泛关注。2025年全国两会期间，全国人大代表、编剧赵冬苓继续围绕农民养老问题建言。赵冬苓通过深入调研发现，农村老人对养老金制度心怀感激，但 ...全文,314,66,27
2400814017,科技的那些事,微博,养老,2025-03-10 20:48:38,农村养老金必须提高，这样才能更好的照顾到农民，生产粮食一辈子了，老了干不动了，也要享受到此前购买的养老金补贴发放，额度高了，家里子女的压力也小点。,546,189,41
6531749317,橘子秋语,微博,养老,2025-03-10 20:48:38,现在的农民养老金，2022年和2023年都是170元。2024年是178元，涨了8元钱。2025年涨了20元，是198元钱。 如果说如按照代表的建议，每位老人每月能有600元，两个老人就能达到1200元。在农村来说，全国范围之内，年长的农民都有更宽裕的生活。 这是一个好提案，但是不得 ...全文,71,97,3
6320390715,不二食记,微博,老年人,2025-03-10 20:48:56,老年人一定要多吃的10种碱性食物 不二食记的微博视频,1325,131,755
5295229072,ST_Brush,微博,老年人,2025-03-10 20:48:56,现在这销售真是满嘴跑火车啊。我妈今天去买集成灶。对面销售这个忽悠啊。说这个灶八个孔。是八瓣莲花。招财进宝。八方来财。这一顿吹。总之大概意思就是你买了我的产品。你家就牛了。就能发财。艹。一个破灶还联系到风水上了。真的看老年人吃风水啊养生这套。活脱脱就是侮辱人智商。还有一些杂牌的饮水 ...全文,49,27,1
2830989192,一只猎奇的狗,微博,老年人,2025-03-10 20:48:56,大爷吐槽某办事单位，老年人窗口先给外国人办业务，老年人却要在一旁排队 一只猎奇的狗的微博视频,364,76,22
5584376600,皮肤病专家李志忠,微博,老年人,2025-03-10 20:48:56,老年人带状疱疹疼痛难忍，重用这味药效果就来了！ 带状疱疹大家应该都听说过吧，现在春天也比较容易好发，这病是由水痘 - 带状疱疹病毒引起的。这种病毒就像个 “潜伏者”，一直藏在我们身体里，等我们免疫力下降的时候，它就出来搞破坏了。不仅皮肤上会长红斑、水疱，还会侵犯神经节，疼起 ...全文,15,0,14
5612082871,杏仁郎中,微博,老年人,2025-03-10 20:48:56,老年人建议定期自我监测血压 测前应当休息5分钟，避免情绪激动、劳累、吸烟、憋尿。每次测量两遍，间隔1分钟，取两次的平均值。 高血压患者每天至少自测血压3次（早、中、晚各1次）。 警惕血压晨峰现象，防止心肌梗死和脑卒中；同时应当避免血压过低，特别是由于用药不当所致的低血压。,15,3,1
7920092287,GEA未來可期z,微博,老年人,2025-03-10 20:48:56,Green Earth Action ，我在行动！ 主题：绿色出行！ 今天上午，我穿着环保服走出小区，步行去硚口区古田医院去咨询一下老年人免费体检事项。 从小区出发，路径古琴路行至解放大道西附近硚口区古田医院，我走进医院就去老年人免费体检台咨询各项流程，为以后来检查做好各项准备。咨询好各项流程后步行 ...全文,39,0,0
5634013749,zfw平安浦城,微博,老年人,2025-03-10 20:48:56,【】？专家表示，刷短视频从心理角度上而言，会带来很强的精神活动。各种敏感的信息会引发以往的经历和不同想法。不愉快的经历甚至高兴的经历都会引起情绪的波动。短视频中的负面评论对于观看者的心理压力也会造成影响。 央视网的微博视频,83,45,50
7782884695,南归孤夷,微博,养老院,2025-03-10 20:49:15,这两位老人放弃国外绿卡也要回国养老，因为在那边找不到好的养老院，太差的养老院还不如中国的养老院 南归孤夷的微博视频,721,121,32
1726924044,金山二姐,微博,养老院,2025-03-10 20:49:15,养老院的现状 耐心看完 金山二姐的微博视频,957,107,260
7877747909,哇我的指甲好不错,微博,养老院,2025-03-10 20:49:15,【💅🏻25060】妇女节去做志愿，养老院组织带奶奶们体验一下美甲，奶奶们都很开心“亮亮的亮亮的”,1717,101,67
6357634985,蛮蛮少女,微博,养老院,2025-03-10 20:49:15,你以为的养老院和现实中的养老院！ 电视剧 蛮蛮少女的微博视频,947,35,14
6617001631,楼上_万能小黑君,微博,养老院,2025-03-10 20:49:15,你们来校园版，那我来一个养老院版天天滚滚咯 楼上_万能小黑君的微博视频,67,3,0
3649299644,和美泰山,微博,养老院,2025-03-10 20:49:15,"#你好,泰山区!# 成立于30年前的泰山区金秋艺术团由离退休女党员组成，现有成员50余人，平均年龄71岁，艺术团以弘扬正能量、唱响新时代为宗旨，每周深入社区、养老院、学校进行公益演出，展现了老党员离岗不离党、退休不褪色的精神风貌，成为泰山区银辉力量的生动缩影。 ...全文",21,14,7
2343014623,衝鋒号角,微博,养老院,2025-03-10 20:49:15,中国养老院里的护理机器人正在接受测试。 衝鋒号角的微博视频,336,48,52
2718034011,财武汉,微博,养老院,2025-03-10 20:49:15,武汉天地盖养老院，这一招妙啊 武汉天地这么核心的地段盖养老院，第一眼我以为看错了，这么金贵的地段盖尼玛养老院，影响多不好有生意吗，开发商脑子吃错药了，应该弄酒店大商场。 汉口武昌核心，商业酒店都严重过剩了，最后一期那个地块又小，弄商业百分百亏钱。省会的养老院都在郊 ...全文,35,5,3
1400831884,张羽医生,微博,居家养老,2025-03-10 20:49:34,#张羽医生:未来规划##协和张羽:读书# 居家养老的适老化改造 🏠 七大类47项改造点场景示例 • 场景一：给父母家淋浴间安装淋浴扶手和防滑垫，减少滑倒风险。 • 场景二：父亲有低血压，在马桶旁加装扶手，方便起身，避免摔倒风险。 • 场景三：在玄关安装换鞋凳和扶手，防止起身摔倒。 • 场景四 ...全文,117,15,49
2258727970,央视财经,微博,居家养老,2025-03-10 20:49:34,【#我国90%左右老年人居家养老# 2024年#中国智慧养老市场规模或达6.8万亿元#】根据国家卫健委数据显示，目前我国养老呈现“9073”格局，有90%左右的老年人居家养老，7%老年人社区养老，3%老年人“高端康养”。为了让老年人可以安享晚年，“智慧养老管家”应运而生。据统计，2024年中国智慧养老市场规模 ...全文,2824,559,565
1433885163,暴风雪天,微博,居家养老,2025-03-10 20:49:34,2连板国脉科技：公司现已完成部分居家养老场景AI智能体的原型开发，相关技术成果尚未形成商业化收入,21,2,0
1750197355,四月好甜,微博,居家养老,2025-03-10 20:49:34,据报道，中国居家养老比例占据90%，这意味着绝大多数老年人都不愿意去养老院。 可以理解，一般的养老院服务质量差，天南地北啥人都有，人一多就容易闹矛盾，居住环境也是乱糟糟的关键是费用还不低。 中国居家养老市场正在从满足基本生活需求向满足多样化消费需求发展，出现了很多消费端养老产品 ...全文,69,3,0
7452068877,人民网评,微博,居家养老,2025-03-10 20:49:34,【人民热评：“15分钟养老服务圈”模式值得探索】近日，全国政协委员、四川大学华西医院教授甘华田表示，作为一名医务工作者，他在今年两会期间拟提出有关加快社区居家养老服务体系建设的相关建议。他建议，完善社区居家养老服务体系，引入社会力量参与，建设“15分钟养 ...全文,55,8,10
2969186274,戎美_Rumere_家有n多宝贝,微博,居家养老,2025-03-10 20:49:34,月子中心难开是因为定位尴尬，月子中心一般开在会所里或者宾馆里，或者医院旁，条件一般比普通家庭好，比富裕家庭差，普通家庭觉得月子中心收费太贵，富裕家庭觉得月子中心条件还没有家里好，这样能吸引到的人就有限。提前有月子中心通过外派月嫂、育儿嫂来赚钱，现在 ...全文,69,9,7
2607662445,给你唐吃的主公,微博,居家养老,2025-03-10 20:49:34,婆婆想要出院，出院后如何安置成了难题。 婆婆家房子老旧没电梯，出行不方便，很不利于婆婆居家养老康复，姑姐的想法是把公婆的老房子卖了，在她家同小区给公婆置换一套电梯房，方便她们照顾，一时半会房卖不了，就先租。 这个方案是目前最可行的方法，利于婆婆身心健康，姐弟俩照顾起来也无需再长时间 ...全文,298,51,5
1235564262,此间的山羊,微博,居家养老,2025-03-10 20:49:34,我们社区有针对老年人的幸福餐桌了，可以订餐，起码空巢老人吃饭的问题能解决一点了，未来不用颤巍巍的出来买菜，不用哆哆嗦嗦做饭了。 老人如果没有失能，没有生病，居家养老其实不是问题，该咋过咋过。一旦失能，还是没办法解决，尤其是脑梗这些，一旦得了，没人伺候真是不 ...全文,28,33,0
2588129880,慈溪发布,微博,居家养老,2025-03-10 20:49:34,为解决寒冷冬日里失能、半失能老人“洗澡难”的问题，白沙路街道西华头村联合居家养老服务中心开展“关爱老人 ‘澡’回幸福”冬日助浴活动。今天下午，移动助浴车开进村里，志愿者们为老人们洗热水澡，还提供了理发、修剪指甲、健康检测等服务，让他们在家门口享受到舒适的沐浴服务。（ ...全文,1,4,9
7849995821,听春色,微博,养老政策,2025-03-10 20:49:53,真正为民发声的人民好代表尤其年纪大的，交过公粮的老人，越早落实越好！让农民感受到国家的好政策，让70多岁的他们老有所依。,175,15,3
1642088277,财经网,微博,养老政策,2025-03-10 20:49:53,【】人力资源和社会保障部部长王晓萍在上说，落实好放开灵活就业人员参保的户籍限制。各类灵活就业人员可以根据本人实际，在就业地或户籍地参加职工养老保险，也可以在户籍地参加城乡居民养老保险。（人民日报）人民日报的微博视频,18,6,9
1265429457,多空涨跌,微博,养老政策,2025-03-10 20:49:53,养老金再提升20元，激动得手掌都拍红了,44,14,5
1650750990,看厦门,微博,养老政策,2025-03-10 20:49:53,其他先不说，我觉得至少应该给独生子女的农民提高养老金，当年他们或响应或被迫响应了政策，老了就应该给他们一定的生活保障 厦门,35,22,1
2803301701,人民日报,微博,养老政策,2025-03-10 20:49:53,【#你好，明天#】“提高技能人才待遇水平”“推进形成一刻钟养老服务圈”“大力推广‘好房子’”……民生主题记者会传来的消息，回应热点关切。中国式现代化，民生为大。政策安排与民生关切同频共振，发展刻度与民生温度精准对标，标注发展“重心”，让亿万民众暖心安心。,1367,967,290
1671109627,包容万物恒河水,微博,养老政策,2025-03-10 20:49:53,🔻每次一说到城市更新改造的话题，就能看到图2-3这样的评论。 🔻这些睿智连城市更新不搞大拆大建都不知道？主要是小区上下水气设施、停车设施、便民设施等改造。 🔻住房城乡建设部提供的数据显示，2024年，城镇老旧小区改造新开工5.6万个，更新改造小区内各类老化管线超过5万公里，加装电梯2.5万 ...全文,821,94,49
1338738570,石述思,微博,养老政策,2025-03-10 20:49:53,两会期间，“建议农民基础养老金提高到600元”的提议引发广泛热议。支持者认为，虽然仍存在较大城乡差距，但这一举措是对农民历史贡献的补偿，也是缩小城乡差距、推动社会公平的关键一步。 改革开放以来，农民以土地和劳动力支撑了工业化与城市化进程，但其 ...全文,545,306,40
2011905717,叶子来说事,微博,养老政策,2025-03-10 20:49:53,今天住建部放出3大政策，将深刻改变中国的房地产市场。1、住宅层高标准将不低于3米2、所有2000年前建成的老小区应改尽改，加装电梯+管网升级+停车位改造3、社区托育中心+儿童乐园icon成标配，带娃养老不再两头难。,34,4,3
6859841043,深圳陳明浩,微博,养老政策,2025-03-10 20:49:53,另外养老育幼相关的补贴政策，本周有望出台。AI医疗上，据说华为正式组建医疗卫生军团，AI医疗赛道前景乐观。人形机器人，算力等多关注有预期差品种的补涨机会。操作上，这里不追高，短期关注高抛机会。A股股票基金财联社盘面直播,113,2,0
1338738570,石述思,微博,养老保障,2025-03-10 20:50:12,两会期间，“建议农民基础养老金提高到600元”的提议引发广泛热议。支持者认为，虽然仍存在较大城乡差距，但这一举措是对农民历史贡献的补偿，也是缩小城乡差距、推动社会公平的关键一步。 改革开放以来，农民以土地和劳动力支撑了工业化与城市化进程，但其 ...全文,545,306,40
1191965271,三联生活周刊,微博,养老保障,2025-03-10 20:50:12,【】据 报道，全国人大代表张翼建议，从现在起到2035年，将农民基础养老金提高到600元左右。农民日报的微博视频,617,125,54
1650750990,看厦门,微博,养老保障,2025-03-10 20:50:12,其他先不说，我觉得至少应该给独生子女的农民提高养老金，当年他们或响应或被迫响应了政策，老了就应该给他们一定的生活保障 厦门,35,22,1
1752549400,全景网,微博,养老保障,2025-03-10 20:50:12,【全国人大代表张翼： 】 全景网的微博视频,43,5,3
1476817753,晏凌羊,微博,养老保障,2025-03-10 20:50:12,我对“润出去”没有任何执念，但我尊重别人润的自由。在哪里过得更好就去哪里生活，这是没问题的。 但不建议盲目润，甚至为了润去出卖国家利益。 我觉得，任何形式的润，都一定要考虑清楚钱财来源的问题。最好是你的技能能让你在当地得到源源不断的报酬，并且未来也能得到养老保障。 如若你出去了只 ...全文,79,8,7
3929768593,L狼牙刺,微博,养老保障,2025-03-10 20:50:12,用十年时间将城乡居民的基础养老金提高到600元，也就是说每年增加40，只能是在今年增加的基础上倍增，那也赶不上货币贬值和物价上涨的速度啊！不过这个代表还算有良心，能替农民说话！,25,14,2
6834448037,竹霖1003,微博,养老保障,2025-03-10 20:50:12,光景好的时候，要想想万一不好的时候。 我为啥想要配置基本的兜底保障，包括给我爸妈买消费型医疗险，还有给我妈补缴养老保险，就是怕以后我收入下滑，无法给到自己和父母一个最基本的生活保障。 人顺的时候，干啥都有如神助。不顺的时候，喝凉水都塞牙。在顺的时候，一定要把基本保障配置好，就算不 ...全文,39,7,0
1993343605,素年时锦饭,微博,养老保障,2025-03-10 20:50:12,农民养老问题社会经济发展中一个重要的民生议题 人口老龄化加速，城乡发展不平衡，迫切需要提高基础待遇 养老保险覆盖不足，难以满足生活要求 本身家庭经济来源比较单一切脆弱 以前孩子多，靠着孩子养老海勉强能维持生活 现在都是一个孩子，基本都在外地，空巢老人居多 医疗保障压力大，看病难 完善各 ...全文,36,55,2
1950407950,海底火山珍珠饭,微博,养老保障,2025-03-10 20:50:12,结婚的意义深远且多面，可概括为以下几点： 1. 满足生理需求：在婚姻关系中，双方可以自由地满足彼此的生理需求，无需受到外界的约束和限制。 2. 繁衍后代：结婚是生育子女、繁衍子孙后代的重要途径，有助于延续家族血脉和传承人类文明。 3. 养老保障：通过生育子女，夫妻在老年时可以得到子 ...全文,20,2,0
5933773218,我们大爱宁波,微博,养老服务,2025-03-10 20:50:31,近日，台州椒江，前所街道胡东村党群服务中心联合椒江区民政局、金色年华养老机构开展“爱系于发，情系于剪”公益理发活动，为辖区高龄、行动不便的老人送去温暖关怀。  台州·椒江,10,2,2
7308140398,大象新闻,微博,养老服务,2025-03-10 20:50:31,【破局养老难 走进三省四地找答案！代表委员关注养老新模式】 2025年中国60岁以上人口超3亿，老龄化加速。这意味着每五个中国人里就有一位60岁以上的老年人。 在一家县医院里开办一家养老院，这是河南邓州正在探索的医养新模式，开业一年 ...全文,1607,302,267
5614232075,暗哑于秋·,微博,养老服务,2025-03-10 20:50:31,#独生子女家庭面临父母重病时，现行婚姻制度下的养老难题该如何破解？#的回答，来智搜看看 破解独生子女养老难题需形成“个人-家庭-社会-国家”协同机制：个人强化抗风险能力，家庭优化责任分配，社会提供多元化服务，国家完善制度托底。唯有通过系统性改革，才能让“独享父母之爱”的一代不致陷入“ ...全文,2,122,0
6676220358,花尔街的蜗牛,微博,养老服务,2025-03-10 20:50:31,希望政府出台相关支持政策，鼓励引导65周岁以上的特困老人集中入住养老机构并给予优先权益。一是可以改善他们的饮食卫生和居住环境，二是养老机构有更好的医疗服务能力可以预防、治疗和康复老年性疾病，三是养老机构可以更好地为老人提供心理疏导与陪伴等人文关怀， ...全文,31,1,2
5796273524,美国经济动态,微博,养老服务,2025-03-10 20:50:31,老龄化社会， 一个是专门服务老年人的，比如海南/广西/云南/一线城市周边的民营养老院、社区小药店——这些利润极高，轻轻松松花光体制内的退休金； 另一种是专门诈骗低认知、高净值老年人的高端杀猪盘，比如养老投资保险、基金、假玉石、文玩等等。,21,0,3
1651661475,渔梭,微博,养老服务,2025-03-10 20:50:31,“一对一”志愿服务，真正让海岛养老有了温度。空巢老人不再孤单，志愿者的贴心陪伴让他们的生活充满暖意。这种“幸福银龄村”的模式，不仅是对乡村养老难题的创新解答，更是对“老有所依”的美好诠释。 舟山 渔梭的微博视频,24,1,2
6310980261,哲远优思,微博,养老服务,2025-03-10 20:50:31,老伙计们，今年两会可太值得关注啦！政府工作报告里那些事儿，桩桩件件都和咱老百姓的生活息息相关。从医保报销更便捷，让咱看病少花钱、少跑腿，到养老服务质量提升，往后的日子更安心，每一项都是实实在在为咱考虑。国家在发展，咱老年人的幸福生活也更有盼头！真心为两会点赞，也 ...全文,39,41,15
2656274875,央视新闻,微博,养老产业,2025-03-10 20:50:50,【】完善社会保障和服务政策。城乡居民基础养老金最低标准再提高20元，适当提高退休人员基本养老金。加快发展第三支柱养老保险，实施好个人养老金制度。积极应对人口老龄化，完善发展养老事业和养老产业政策机制，大力发展银发经济。推进社区 ...全文,934,477,353
2627541840,牙周治病君,微博,养老产业,2025-03-10 20:50:50,来自网络 DeepSeek统计最暴利的10个行业: 1:殡葬行业 2:眼镜行业 3:保健品与药品销售 4:烟酒行业 5:化妆品行业 6:医疗器械医疗美容 7:教育培训 8:房地产与养老产业 9:互联网与金融科技 10:奢侈品与二手交易,661,6,135
3282453922,财经小佳佳,微博,养老产业,2025-03-10 20:50:50,6大行，3大电信，3桶油，3大煤炭，4大电力。市场在防御！不过消费线表现还不错 ，零售、冰雪经济、免税、养老产业等多个方向大涨！依旧规避了权重股，机构重仓股。例如白酒在杀跌。,83,9,0
2431967372,倩男游神,微博,养老产业,2025-03-10 20:50:50,养老概念大全，建议收藏！！！ 养老院和地产：招商蛇口，益民集团，中关村，凤凰股份，南京新百，金陵饭店 养老产品：鱼跃医疗，融捷健康，荣泰健康，豪江智能，信隆健康，上海凤凰，豪悦护理，海尔之家 养老机构和服务：悦心健康，澳洋健康，美年健康 养老云信息服务：延华智能，亚华电子，恒华科技 ...全文,12,1,11
5181727521,开心滚雪球呀,微博,养老产业,2025-03-10 20:50:50,说一个养老方面的投资问题： 在前几个月高层发布会公布老龄化的时候 就已经得到全面的社会认同了 养老产业的投资，其实可以突破当前传统养老院的思路 走社区养老、智能化养老（人形机器人）的路线 只需要少许的专职工作人员负责统筹协调 当然，我认为这只是对于大多数普通老百姓而言 有足够经济实力的 ...全文,60,8,0
6627486093,文字与诗,微博,养老产业,2025-03-10 20:50:50,投资七大高效法则 1、经济下行，买黄金和煤炭。 2、经济上行，买消费和医药。 3、利率下降，买债券和房产。 4、利率上升，买银行理财和定期存款。 5、通货膨胀，买大宗商品和抗通胀资产。 6、通货紧缩，买高股息股票和优质债券。 7、行业周期底部，买龙头企业和潜力股。 8、行业周期顶部，卖高 ...全文,32,0,35
2423863464,知守院长,微博,养老产业,2025-03-10 20:50:50,国务院常务会议：养老+外贸 1、研究深化新时代养老服务改革发展有关举措。 要进一步激发养老事业和养老产业发展活力，大力发展银发经济，更多调动社会力量参与积极性，发挥市场机制作用，多渠道增加服务供给、提升服务水平，释放养老消费潜力，扩大国内需求。 2、审议通过《关于促进外贸稳定增长的若干 ...全文,15,0,0
2258727970,央视财经,微博,养老产业,2025-03-10 20:50:50,【#金融+服务让养老更有温度#！敬老服务网点达标覆盖率100%，中国银行江苏省分行打造特色银发生态圈 】“养老”是当下民生领域关键词之一，既是人生大事、家中要事，更是社会大事，关乎民生福祉。近日，由中央广播电视总台财经节目中心推出的新媒体系列节目《智造“向新力”》走进江苏，探秘养老产业可 ...全文,15,0,7
1642585887,新浪证券,微博,养老产业,2025-03-10 20:50:50,【12月16日午间收评：创业板指半日跌1.27%，】 1、沪指早间窄幅震荡，创业板指跌超1%，黄白二线分化明显。大消费板块继续走强，首发经济、零售、冰雪经济、养老产业等多个方向大涨，米奥会展、雪人股份、东百集团、新华百货、奥佳华等多股涨停。AI硬件端集体走强， ...全文,66,38,6
3171364240,中国文艺网,微博,养老社区,2025-03-10 20:51:08,【】“我们愿化作春雨滋润心田，我们愿化作羽翼助力翱翔”中国文联文艺志愿者 走进养老社区，登台朗诵诗歌，参观书画佳作…以文艺之力弘扬新时代雷锋精神！陈晓 中国文艺网的微博视频,1523,174,107
6192877122,惊奇脑洞,微博,养老社区,2025-03-10 20:51:08,与陈晓一起走进养老社区，回顾公益活动的温暖瞬间。用心传递，向善而行！  惊奇脑洞的微博视频,10,1,0
1853222451,RENE是芮内,微博,养老社区,2025-03-10 20:51:08,去养老社区逛一圈吧,6,1,0
6179517662,CGTNGlobalBusiness,微博,养老社区,2025-03-10 20:51:08,【25岁提前体验入住养老院！】 目前，中国已建设36.7万所养老社区，通过“医疗+社交+科技”的三位一体模式重塑养老生态。养老机构不仅提供基础照护，还通过课程活动和智能技术丰富老人精神生活，同时为银发经济创造新增长点，为全球老龄化社会提供“有尊严的晚年”中国方案。跟着记者 ...全文,7,0,2
1447851893,zxh老曾,微博,养老社区,2025-03-10 20:51:08,邻居老两口去年十月搬到养老社区住了，昨天去看他们，精神状态都挺好的。我是第一次去这样的社区，不是典型的养老院，据邻居介绍，这个社区是市政府主推的项目，对外销售房子，很多人买不止一套房，有的自己住，有的用于出租。邻居租住的一套两室一厅一卫的房子，月租金大概一万二，加上吃喝，全年费用 ...全文,9,7,2
6171489028,欢乐段子加工厂,微博,养老社区,2025-03-10 20:51:08,中国文联文艺志愿者参与养老院社区慰问活动。登台朗诵诗歌，参观书画佳作…用艺术传递新时代雷锋精神，让温暖生生不息。  欢乐段子加工厂的微博视频,5,0,0
5013024223,元嘞个媛-,微博,养老社区,2025-03-10 20:51:08,养老社区的叔叔阿姨们 年轻时都是有文化的高知 退休后住这 环境又好 娱乐活动也丰富 了解了价格后 和同事们吐槽我们这工资干一辈子都交不起这的保费 还有房费,4,0,0
3199798054,翫我河山,微博,养老社区,2025-03-10 20:51:08,这是近日在泰康甬园举办的《家业长青.人生圆满》——卓然家办“同愿同行”岁末家宴现场，应该是这里是一个非常不错的养老之所，但也不是一般人可以企及的。 养老是每个人都会经历的人生最好一段生活，如何把人生的三分之一生活过得更好，是未来社会的一个产业，而互联网、智能机器人的出现，养老社区可 ...全文,5,0,1
